Time,Va,Vb,Vc,Ia,Ib,Ic,Ea,Eb,Ec,Theta,Sector
0.0708,0.0000,10.3525,12.0000,-13.5181,-0.0039,13.4829,-0.7692,2.8958,-2.1266,22.2504,3
0.0708,0.0000,10.3562,12.0000,-13.5104,-0.0037,13.4751,-0.7783,2.8983,-2.1200,22.2536,3
0.0708,0.0000,10.3598,12.0000,-13.5022,-0.0035,13.4670,-0.7874,2.9007,-2.1133,22.2567,3
0.0709,0.0000,10.3634,12.0000,-13.4937,-0.0033,13.4585,-0.7965,2.9031,-2.1066,22.2599,3
0.0709,0.0000,10.3670,12.0000,-13.4848,-0.0032,13.4496,-0.8056,2.9054,-2.0999,22.2630,3
0.0709,0.0000,10.3705,12.0000,-13.4756,-0.0030,13.4404,-0.8146,2.9078,-2.0931,22.2661,3
0.0709,0.0000,10.3739,12.0000,-13.4661,-0.0029,13.4309,-0.8237,2.9101,-2.0864,22.2693,3
0.0709,0.0000,10.3773,12.0000,-13.4563,-0.0027,13.4210,-0.8328,2.9124,-2.0796,22.2724,3
0.0709,0.0000,10.3807,12.0000,-13.4461,-0.0026,13.4109,-0.8418,2.9146,-2.0728,22.2756,3
0.0709,0.0000,10.3840,12.0000,-13.4357,-0.0025,13.4005,-0.8508,2.9168,-2.0660,22.2787,3
0.0709,0.0000,10.3873,12.0000,-13.4251,-0.0023,13.3898,-0.8599,2.9190,-2.0591,22.2819,3
0.0709,0.0000,10.3906,12.0000,-13.4141,-0.0022,13.3789,-0.8689,2.9212,-2.0523,22.2850,3
0.0709,0.0000,10.3938,12.0000,-13.4030,-0.0021,13.3677,-0.8779,2.9233,-2.0454,22.2881,3
0.0710,0.0000,10.3969,12.0000,-13.3916,-0.0020,13.3563,-0.8869,2.9254,-2.0385,22.2913,3
0.0710,0.0000,10.4000,12.0000,-13.3799,-0.0019,13.3447,-0.8959,2.9275,-2.0316,22.2944,3
0.0710,0.0000,10.4031,12.0000,-13.3681,-0.0018,13.3329,-0.9049,2.9295,-2.0246,22.2976,3
0.0710,0.0000,10.4061,12.0000,-13.3561,-0.0017,13.3208,-0.9139,2.9315,-2.0176,22.3007,3
0.0710,0.0000,10.4091,12.0000,-13.3438,-0.0016,13.3086,-0.9229,2.9335,-2.0107,22.3038,3
0.0710,0.0000,10.4120,12.0000,-13.3314,-0.0016,13.2962,-0.9318,2.9355,-2.0037,22.3070,3
0.0710,0.0000,10.4149,12.0000,-13.3189,-0.0015,13.2836,-0.9408,2.9374,-1.9966,22.3101,3
0.0710,0.0000,10.4178,12.0000,-13.3061,-0.0014,13.2709,-0.9497,2.9393,-1.9896,22.3133,3
0.0710,0.0000,10.4206,12.0000,-13.2932,-0.0013,13.2580,-0.9587,2.9412,-1.9825,22.3164,3
0.0710,0.0000,10.4233,12.0000,-13.2801,-0.0013,13.2449,-0.9676,2.9430,-1.9754,22.3195,3
0.0711,0.0000,10.4261,12.0000,-13.2669,-0.0012,13.2317,-0.9765,2.9448,-1.9683,22.3227,3
0.0711,0.0000,10.4287,12.0000,-13.2536,-0.0012,13.2184,-0.9854,2.9466,-1.9612,22.3258,3
0.0711,0.0000,10.4314,12.0000,-13.2401,-0.0011,13.2049,-0.9943,2.9484,-1.9541,22.3290,3
0.0711,0.0000,10.4340,12.0000,-13.2265,-0.0011,13.1913,-1.0032,2.9501,-1.9469,22.3321,3
0.0711,0.0000,10.4365,12.0000,-13.2128,-0.0010,13.1776,-1.0121,2.9518,-1.9397,22.3353,3
0.0711,0.0000,10.4390,12.0000,-13.1990,-0.0010,13.1638,-1.0209,2.9535,-1.9325,22.3384,3
0.0711,0.0000,10.4415,12.0000,-13.1851,-0.0009,13.1498,-1.0298,2.9551,-1.9253,22.3415,3
0.0711,0.0000,10.4439,12.0000,-13.1710,-0.0009,13.1358,-1.0386,2.9567,-1.9181,22.3447,3
0.0711,0.0000,10.4463,12.0000,-13.1569,-0.0008,13.1216,-1.0475,2.9583,-1.9108,22.3478,3
0.0711,0.0000,10.4486,12.0000,-13.1426,-0.0008,13.1074,-1.0563,2.9598,-1.9036,22.3510,3
0.0712,0.0000,10.4509,12.0000,-13.1283,-0.0007,13.0931,-1.0651,2.9614,-1.8963,22.3541,3
0.0712,0.0000,10.4531,12.0000,-13.1139,-0.0007,13.0786,-1.0739,2.9629,-1.8890,22.3572,3
0.0712,0.0000,10.4553,12.0000,-13.0994,-0.0007,13.0641,-1.0827,2.9643,-1.8816,22.3604,3
0.0712,0.0000,10.4575,12.0000,-13.0848,-0.0006,13.0496,-1.0915,2.9658,-1.8743,22.3635,3
0.0712,0.0000,10.4596,12.0000,-13.0701,-0.0006,13.0349,-1.1003,2.9672,-1.8669,22.3667,3
0.0712,0.0000,10.4616,12.0000,-13.0554,-0.0006,13.0202,-1.1090,2.9685,-1.8595,22.3698,3
0.0712,0.0000,10.4636,12.0000,-13.0406,-0.0005,13.0054,-1.1178,2.9699,-1.8521,22.3729,3
0.0712,0.0000,10.4656,12.0000,-13.0257,-0.0005,12.9905,-1.1265,2.9712,-1.8447,22.3761,3
0.0712,0.0000,10.4675,12.0000,-13.0108,-0.0005,12.9756,-1.1352,2.9725,-1.8373,22.3792,3
0.0712,0.0000,10.4694,12.0000,-12.9958,-0.0005,12.9606,-1.1440,2.9738,-1.8298,22.3824,3
0.0713,0.0000,10.4713,12.0000,-12.9808,-0.0004,12.9455,-1.1527,2.9750,-1.8223,22.3855,3
0.0713,0.0000,10.4731,12.0000,-12.9657,-0.0004,12.9304,-1.1614,2.9762,-1.8148,22.3887,3
0.0713,0.0000,10.4748,12.0000,-12.9505,-0.0004,12.9153,-1.1700,2.9774,-1.8073,22.3918,3
0.0713,0.0000,10.4765,12.0000,-12.9353,-0.0004,12.9001,-1.1787,2.9785,-1.7998,22.3949,3
0.0713,0.0000,10.4782,12.0000,-12.9200,-0.0004,12.8848,-1.1874,2.9796,-1.7922,22.3981,3
0.0713,0.0000,10.4798,12.0000,-12.9047,-0.0003,12.8695,-1.1960,2.9807,-1.7847,22.4012,3
0.0713,0.0000,10.4814,12.0000,-12.8894,-0.0003,12.8542,-1.2047,2.9817,-1.7771,22.4044,3
0.0713,0.0000,10.4830,12.0000,-12.8740,-0.0003,12.8388,-1.2133,2.9828,-1.7695,22.4075,3
0.0713,0.0000,10.4844,12.0000,-12.8586,-0.0003,12.8233,-1.2219,2.9838,-1.7619,22.4106,3
0.0713,0.0000,10.4859,12.0000,-12.8431,-0.0003,12.8079,-1.2305,2.9847,-1.7542,22.4138,3
0.0714,0.0000,10.4873,12.0000,-12.8276,-0.0003,12.7924,-1.2391,2.9857,-1.7466,22.4169,3
0.0714,0.0000,10.4887,12.0000,-12.8121,-0.0003,12.7768,-1.2477,2.9866,-1.7389,22.4201,3
0.0714,0.0000,10.4900,12.0000,-12.7965,-0.0002,12.7612,-1.2562,2.9874,-1.7312,22.4232,3
0.0714,0.0000,10.4912,12.0000,-12.7809,-0.0002,12.7456,-1.2648,2.9883,-1.7235,22.4263,3
0.0714,0.0000,10.4925,12.0000,-12.7652,-0.0002,12.7300,-1.2733,2.9891,-1.7158,22.4295,3
0.0714,0.0000,10.4936,12.0000,-12.7495,-0.0002,12.7143,-1.2818,2.9899,-1.7081,22.4326,3
0.0714,0.0000,10.4948,12.0000,-12.7338,-0.0002,12.6986,-1.2903,2.9906,-1.7003,22.4358,3
0.0714,0.0000,10.4959,12.0000,-12.7181,-0.0002,12.6829,-1.2989,2.9914,-1.6925,22.4389,3
0.0714,0.0000,10.4969,12.0000,-12.7024,-0.0002,12.6671,-1.3073,2.9921,-1.6847,22.4421,3
0.0714,0.0000,10.4979,12.0000,-12.6866,-0.0002,12.6513,-1.3158,2.9927,-1.6769,22.4452,3
0.0715,0.0000,10.4989,12.0000,-12.6708,-0.0002,12.6355,-1.3243,2.9934,-1.6691,22.4483,3
0.0715,0.0000,10.4998,12.0000,-12.6549,-0.0002,12.6197,-1.3327,2.9940,-1.6613,22.4515,3
0.0715,0.0000,10.5007,12.0000,-12.6391,-0.0001,12.6038,-1.3412,2.9946,-1.6534,22.4546,3
0.0715,0.0000,10.5015,12.0000,-12.6232,-0.0001,12.5880,-1.3496,2.9951,-1.6455,22.4578,3
0.0715,0.0000,10.5023,12.0000,-12.6073,-0.0001,12.5721,-1.3580,2.9957,-1.6377,22.4609,3
0.0715,0.0000,10.5030,12.0000,-12.5914,-0.0001,12.5562,-1.3664,2.9961,-1.6298,22.4640,3
0.0715,0.0000,10.5037,12.0000,-12.5755,-0.0001,12.5402,-1.3748,2.9966,-1.6218,22.4672,3
0.0715,0.0000,10.5044,12.0000,-12.5595,-0.0001,12.5243,-1.3831,2.9970,-1.6139,22.4703,3
0.0715,0.0000,10.5050,12.0000,-12.5435,-0.0001,12.5083,-1.3915,2.9974,-1.6059,22.4735,3
0.0715,0.0000,10.5055,12.0000,-12.5275,-0.0001,12.4923,-1.3998,2.9978,-1.5980,22.4766,3
0.0716,0.0000,10.5061,12.0000,-12.5115,-0.0001,12.4763,-1.4082,2.9982,-1.5900,22.4797,3
0.0716,0.0000,10.5065,12.0000,-12.4955,-0.0001,12.4603,-1.4165,2.9985,-1.5820,22.4829,3
0.0716,0.0000,10.5070,12.0000,-12.4795,-0.0001,12.4443,-1.4248,2.9988,-1.5740,22.4860,3
0.0716,0.0000,10.5073,12.0000,-12.4635,-0.0001,12.4282,-1.4331,2.9990,-1.5660,22.4892,3
0.0716,0.0000,10.5077,12.0000,-12.4474,-0.0001,12.4122,-1.4413,2.9992,-1.5579,22.4923,3
0.0716,0.0000,10.5080,12.0000,-12.4313,-0.0001,12.3961,-1.4496,2.9994,-1.5498,22.4955,3
0.0716,0.0000,10.5082,12.0000,-12.4152,-0.0001,12.3800,-1.4578,2.9996,-1.5418,22.4986,3
0.0716,0.0000,10.5084,12.0000,-12.3991,-0.0001,12.3639,-1.4661,2.9997,-1.5337,22.5017,3
0.0716,0.0000,10.5086,12.0000,-12.3830,-0.0001,12.3478,-1.4743,2.9999,-1.5256,22.5049,3
0.0716,0.0000,10.5087,12.0000,-12.3669,-0.0001,12.3317,-1.4825,2.9999,-1.5175,22.5080,3
0.0717,0.0000,10.5088,12.0000,-12.3508,-0.0001,12.3156,-1.4907,3.0000,-1.5093,22.5112,3
0.0717,0.0000,10.5088,12.0000,-12.3347,-0.0001,12.2994,-1.4988,3.0000,-1.5012,22.5143,3
0.0717,0.0000,10.5088,12.0000,-12.3185,-0.0001,12.2833,-1.5070,3.0000,-1.4930,22.5174,3
0.0717,0.0000,10.5087,12.0000,-12.3024,-0.0001,12.2671,-1.5151,2.9999,-1.4848,22.5206,3
0.0717,0.0000,10.5086,12.0000,-12.2862,-0.0000,12.2510,-1.5233,2.9999,-1.4766,22.5237,3
0.0717,0.0000,10.5085,12.0000,-12.2700,-0.0000,12.2348,-1.5314,2.9998,-1.4684,22.5269,3
0.0717,0.0000,10.5083,12.0000,-12.2539,-0.0000,12.2186,-1.5395,2.9997,-1.4602,22.5300,3
0.0717,0.0000,10.5080,12.0000,-12.2377,-0.0000,12.2024,-1.5475,2.9995,-1.4519,22.5331,3
0.0717,0.0000,10.5078,12.0000,-12.2215,-0.0000,12.1862,-1.5556,2.9993,-1.4437,22.5363,3
0.0717,0.0000,10.5074,12.0000,-12.2053,-0.0000,12.1701,-1.5637,2.9991,-1.4354,22.5394,3
0.0718,0.0000,10.5071,12.0000,-12.1891,-0.0000,12.1538,-1.5717,2.9988,-1.4271,22.5426,3
0.0718,0.0000,10.5067,12.0000,-12.1729,-0.0000,12.1376,-1.5797,2.9986,-1.4188,22.5457,3
0.0718,0.0000,10.5062,12.0000,-12.1567,-0.0000,12.1214,-1.5877,2.9983,-1.4105,22.5489,3
0.0718,0.0000,10.5057,12.0000,-12.1404,-0.0000,12.1052,-1.5957,2.9979,-1.4022,22.5520,3
0.0718,0.0000,10.5051,12.0000,-12.1242,-0.0000,12.0890,-1.6037,2.9976,-1.3939,22.5551,3
0.0718,0.0000,10.5045,12.0000,-12.1080,-0.0000,12.0728,-1.6116,2.9972,-1.3855,22.5583,3
0.0718,0.0000,10.5039,12.0000,-12.0918,-0.0000,12.0565,-1.6196,2.9967,-1.3772,22.5614,3
0.0718,0.0000,10.5032,12.0000,-12.0755,-0.0000,12.0403,-1.6275,2.9963,-1.3688,22.5646,3
0.0718,0.0000,10.5025,12.0000,-12.0593,-0.0000,12.0241,-1.6354,2.9958,-1.3604,22.5677,3
0.0718,0.0000,10.5017,12.0000,-12.0430,-0.0000,12.0078,-1.6433,2.9953,-1.3520,22.5708,3
0.0719,0.0000,10.5009,12.0000,-12.0268,-0.0000,11.9916,-1.6512,2.9947,-1.3436,22.5740,3
0.0719,0.0000,10.5001,12.0000,-12.0106,-0.0000,11.9753,-1.6590,2.9942,-1.3351,22.5771,3
0.0719,0.0000,10.4992,12.0000,-11.9943,-0.0000,11.9591,-1.6669,2.9936,-1.3267,22.5803,3
0.0719,0.0000,10.4982,12.0000,-11.9781,-0.0000,11.9428,-1.6747,2.9929,-1.3182,22.5834,3
0.0719,0.0000,10.4972,12.0000,-11.9618,-0.0000,11.9266,-1.6825,2.9923,-1.3098,22.5865,3
0.0719,0.0000,10.4962,12.0000,-11.9456,-0.0000,11.9103,-1.6903,2.9916,-1.3013,22.5897,3
0.0719,0.0000,10.4951,12.0000,-11.9293,-0.0000,11.8941,-1.6981,2.9909,-1.2928,22.5928,3
0.0719,0.0000,10.4940,12.0000,-11.9131,-0.0000,11.8778,-1.7058,2.9901,-1.2843,22.5960,3
0.0719,0.0000,10.4928,12.0000,-11.8968,-0.0000,11.8616,-1.7136,2.9893,-1.2757,22.5991,3
0.0719,0.0000,10.4916,12.0000,-11.8805,-0.0000,11.8453,-1.7213,2.9885,-1.2672,22.6023,3
0.0720,0.0000,10.4903,12.0000,-11.8643,-0.0000,11.8291,-1.7290,2.9877,-1.2587,22.6054,3
0.0720,0.0000,10.4890,12.0000,-11.8480,-0.0000,11.8128,-1.7367,2.9868,-1.2501,22.6085,3
0.0720,0.0000,10.4877,12.0000,-11.8318,-0.0000,11.7965,-1.7444,2.9859,-1.2415,22.6117,3
0.0720,0.0000,10.4863,12.0000,-11.8155,-0.0000,11.7803,-1.7520,2.9850,-1.2329,22.6148,3
0.0720,0.0000,10.4849,12.0000,-11.7993,-0.0000,11.7640,-1.7597,2.9840,-1.2243,22.6180,3
0.0720,0.0000,10.4834,12.0000,-11.7830,-0.0000,11.7478,-1.7673,2.9830,-1.2157,22.6211,3
0.0720,0.0000,10.4819,12.0000,-11.7668,-0.0000,11.7315,-1.7749,2.9820,-1.2071,22.6242,3
0.0720,0.0000,10.4803,12.0000,-11.7505,-0.0000,11.7153,-1.7825,2.9810,-1.1985,22.6274,3
0.0720,0.0000,10.4787,12.0000,-11.7343,-0.0000,11.6990,-1.7901,2.9799,-1.1898,22.6305,3
0.0720,0.0000,10.4770,12.0000,-11.7180,-0.0000,11.6828,-1.7976,2.9788,-1.1812,22.6337,3
0.0721,0.0000,10.4753,12.0000,-11.7018,-0.0000,11.6666,-1.8052,2.9777,-1.1725,22.6368,3
0.0721,0.0000,10.4736,12.0000,-11.6855,-0.0000,11.6503,-1.8127,2.9765,-1.1638,22.6399,3
0.0721,0.0000,10.4718,12.0000,-11.6693,-0.0000,11.6341,-1.8202,2.9753,-1.1551,22.6431,3
0.0721,0.0000,10.4700,12.0000,-11.6531,-0.0000,11.6178,-1.8277,2.9741,-1.1464,22.6462,3
0.0721,0.0000,10.4681,12.0000,-11.6368,-0.0000,11.6016,-1.8351,2.9729,-1.1377,22.6494,3
0.0721,0.0000,10.4662,12.0000,-11.6206,-0.0000,11.5854,-1.8426,2.9716,-1.1290,22.6525,3
0.0721,0.0000,10.4642,12.0000,-11.6044,-0.0000,11.5691,-1.8500,2.9703,-1.1203,22.6557,3
0.0721,0.0000,10.4622,12.0000,-11.5881,-0.0000,11.5529,-1.8574,2.9689,-1.1115,22.6588,3
0.0721,0.0000,10.4602,12.0000,-11.5719,-0.0000,11.5367,-1.8648,2.9676,-1.1028,22.6619,3
0.0721,0.0000,10.4581,12.0000,-11.5557,-0.0000,11.5205,-1.8722,2.9662,-1.0940,22.6651,3
0.0722,0.0000,10.4559,12.0000,-11.5395,-0.0000,11.5043,-1.8795,2.9647,-1.0852,22.6682,3
0.0722,0.0000,10.4537,12.0000,-11.5233,-0.0000,11.4881,-1.8869,2.9633,-1.0764,22.6714,3
0.0722,0.0000,10.4515,12.0000,-11.5071,-0.0000,11.4719,-1.8942,2.9618,-1.0676,22.6745,3
0.0722,0.0000,10.4492,12.0000,-11.4909,-0.0000,11.4557,-1.9015,2.9603,-1.0588,22.6776,3
0.0722,0.0000,10.4469,12.0000,-11.4747,-0.0000,11.4395,-1.9088,2.9587,-1.0500,22.6808,3
0.0722,0.0000,10.4446,12.0000,-11.4585,-0.0000,11.4233,-1.9160,2.9572,-1.0411,22.6839,3
0.0722,0.0000,10.4422,12.0000,-11.4423,-0.0000,11.4071,-1.9233,2.9556,-1.0323,22.6871,3
0.0722,0.0000,10.4397,12.0000,-11.4261,-0.0000,11.3909,-1.9305,2.9539,-1.0234,22.6902,3
0.0722,0.0000,10.4372,12.0000,-11.4100,-0.0000,11.3747,-1.9377,2.9523,-1.0146,22.6933,3
0.0722,0.0000,10.4347,12.0000,-11.3938,-0.0000,11.3586,-1.9449,2.9506,-1.0057,22.6965,3
0.0723,0.0000,10.4321,12.0000,-11.3776,-0.0000,11.3424,-1.9520,2.9489,-0.9968,22.6996,3
0.0723,0.0000,10.4295,12.0000,-11.3615,-0.0000,11.3263,-1.9592,2.9471,-0.9879,22.7028,3
0.0723,0.0000,10.4268,12.0000,-11.3453,-0.0000,11.3101,-1.9663,2.9454,-0.9790,22.7059,3
0.0723,0.0000,10.4241,12.0000,-11.3292,-0.0000,11.2940,-1.9734,2.9435,-0.9701,22.7091,3
0.0723,0.0000,10.4214,12.0000,-11.3131,-0.0000,11.2778,-1.9805,2.9417,-0.9612,22.7122,3
0.0723,0.0000,10.4186,12.0000,-11.2969,-0.0000,11.2617,-1.9876,2.9398,-0.9523,22.7153,3
0.0723,0.0000,10.4157,12.0000,-11.2808,-0.0000,11.2456,-1.9946,2.9380,-0.9433,22.7185,3
0.0723,0.0000,10.4129,12.0000,-11.2647,-0.0000,11.2294,-2.0017,2.9360,-0.9344,22.7216,3
0.0723,0.0000,10.4099,12.0000,-11.2486,-0.0000,11.2133,-2.0087,2.9341,-0.9254,22.7248,3
0.0723,0.0000,10.4070,12.0000,-11.2325,-0.0000,11.1972,-2.0157,2.9321,-0.9165,22.7279,3
0.0724,0.0000,10.4040,12.0000,-11.2164,-0.0000,11.1811,-2.0226,2.9301,-0.9075,22.7310,3
0.0724,0.0000,10.4009,12.0000,-11.2003,-0.0000,11.1651,-2.0296,2.9281,-0.8985,22.7342,3
0.0724,0.0000,10.3978,12.0000,-11.1842,-0.0000,11.1490,-2.0365,2.9260,-0.8895,22.7373,3
0.0724,0.0000,10.3947,12.0000,-11.1681,-0.0000,11.1329,-2.0434,2.9239,-0.8805,22.7405,3
0.0724,0.0000,10.3915,12.0000,-11.1521,-0.0000,11.1168,-2.0503,2.9218,-0.8715,22.7436,3
0.0724,0.0000,10.3882,12.0000,-11.1360,-0.0000,11.1008,-2.0572,2.9196,-0.8625,22.7467,3
0.0724,0.0000,10.3850,12.0000,-11.1200,-0.0000,11.0847,-2.0640,2.9174,-0.8534,22.7499,3
0.0724,0.0000,10.3817,12.0000,-11.1039,-0.0000,11.0687,-2.0708,2.9152,-0.8444,22.7530,3
0.0724,0.0000,10.3783,12.0000,-11.0879,-0.0000,11.0527,-2.0777,2.9130,-0.8353,22.7562,3
0.0724,0.0000,10.3749,12.0000,-11.0719,-0.0000,11.0367,-2.0844,2.9107,-0.8263,22.7593,3
0.0725,0.0000,10.3715,12.0000,-11.0559,-0.0000,11.0206,-2.0912,2.9084,-0.8172,22.7625,3
0.0725,0.0000,10.3680,12.0000,-11.0399,-0.0000,11.0046,-2.0980,2.9061,-0.8081,22.7656,3
0.0725,0.0000,10.3644,12.0000,-11.0239,-0.0000,10.9887,-2.1047,2.9038,-0.7991,22.7687,3
0.0725,0.0000,10.3609,12.0000,-11.0079,-0.0000,10.9727,-2.1114,2.9014,-0.7900,22.7719,3
0.0725,0.0000,10.3573,12.0000,-10.9919,-0.0000,10.9567,-2.1181,2.8990,-0.7809,22.7750,3
0.0725,0.0000,10.3536,12.0000,-10.9760,-0.0000,10.9407,-2.1247,2.8965,-0.7718,22.7782,3
0.0725,0.0000,10.3499,12.0000,-10.9600,-0.0000,10.9248,-2.1314,2.8941,-0.7627,22.7813,3
0.0725,0.0000,10.3461,12.0000,-10.9441,-0.0000,10.9089,-2.1380,2.8916,-0.7536,22.7844,3
0.0725,0.0000,10.3424,12.0000,-10.9282,-0.0000,10.8929,-2.1446,2.8890,-0.7444,22.7876,3
0.0725,0.0000,10.3385,12.0000,-10.9122,-0.0000,10.8770,-2.1512,2.8865,-0.7353,22.7907,3
0.0726,0.0000,10.3347,12.0000,-10.8963,-0.0000,10.8611,-2.1577,2.8839,-0.7262,22.7939,3
0.0726,0.0000,10.3307,12.0000,-10.8804,-0.0000,10.8452,-2.1643,2.8813,-0.7170,22.7970,3
0.0726,0.0000,10.3268,12.0000,-10.8645,-0.0000,10.8293,-2.1708,2.8786,-0.7079,22.8001,3
0.0726,0.0000,10.3228,12.0000,-10.8487,-0.0000,10.8134,-2.1773,2.8760,-0.6987,22.8033,3
0.0726,0.0000,10.3187,12.0000,-10.8328,-0.0000,10.7976,-2.1838,2.8733,-0.6895,22.8064,3
0.0726,0.0000,10.3146,12.0000,-10.8170,-0.0000,10.7817,-2.1902,2.8706,-0.6804,22.8096,3
0.0726,0.0000,10.3105,12.0000,-10.8011,-0.0000,10.7659,-2.1966,2.8678,-0.6712,22.8127,3
0.0726,0.0000,10.3063,12.0000,-10.7853,-0.0000,10.7500,-2.2030,2.8650,-0.6620,22.8159,3
0.0726,0.0000,10.3021,12.0000,-10.7695,-0.0000,10.7342,-2.2094,2.8622,-0.6528,22.8190,3
0.0726,0.0000,10.2979,12.0000,-10.7537,-0.0000,10.7184,-2.2158,2.8594,-0.6436,22.8221,3
0.0727,0.0000,10.2936,12.0000,-10.7379,-0.0000,10.7026,-2.2221,2.8565,-0.6344,22.8253,3
0.0727,0.0000,10.2892,12.0000,-10.7221,-0.0000,10.6869,-2.2285,2.8536,-0.6252,22.8284,3
0.0727,0.0000,10.2849,12.0000,-10.7063,-0.0000,10.6711,-2.2347,2.8507,-0.6160,22.8316,3
0.0727,0.0000,10.2804,12.0000,-10.6906,-0.0000,10.6553,-2.2410,2.8478,-0.6067,22.8347,3
0.0727,0.0000,10.2760,12.0000,-10.6748,-0.0000,10.6396,-2.2473,2.8448,-0.5975,22.8378,3
0.0727,0.0000,10.2715,12.0000,-10.6591,-0.0000,10.6239,-2.2535,2.8418,-0.5883,22.8410,3
0.0727,0.0000,10.2669,12.0000,-10.6434,-0.0000,10.6082,-2.2597,2.8387,-0.5790,22.8441,3
0.0727,0.0000,10.2623,12.0000,-10.6277,-0.0000,10.5925,-2.2659,2.8357,-0.5698,22.8473,3
0.0727,0.0000,10.2577,12.0000,-10.6120,-0.0000,10.5768,-2.2721,2.8326,-0.5605,22.8504,3
0.0727,0.0000,10.2530,12.0000,-10.5963,-0.0000,10.5611,-2.2782,2.8295,-0.5513,22.8535,3
0.0728,0.0000,10.2483,12.0000,-10.5807,-0.0000,10.5454,-2.2843,2.8263,-0.5420,22.8567,3
0.0728,0.0000,10.2435,12.0000,-10.5650,-0.0000,10.5298,-2.2904,2.8231,-0.5327,22.8598,3
0.0728,0.0000,10.2387,12.0000,-10.5494,-0.0000,10.5142,-2.2965,2.8199,-0.5234,22.8630,3
0.0728,0.0000,10.2339,12.0000,-10.5338,-0.0000,10.4985,-2.3026,2.8167,-0.5142,22.8661,3
0.0728,0.0000,10.2290,12.0000,-10.5182,-0.0000,10.4829,-2.3086,2.8135,-0.5049,22.8693,3
0.0728,0.0000,10.2241,12.0000,-10.5026,-0.0000,10.4674,-2.3146,2.8102,-0.4956,22.8724,3
0.0728,0.0000,10.2191,12.0000,-10.4870,-0.0000,10.4518,-2.3206,2.8069,-0.4863,22.8755,3
0.0728,0.0000,10.2141,12.0000,-10.4715,-0.0000,10.4362,-2.3265,2.8035,-0.4770,22.8787,3
0.0728,0.0000,10.2090,12.0000,-10.4559,-0.0000,10.4207,-2.3325,2.8001,-0.4677,22.8818,3
0.0728,0.0000,10.2039,12.0000,-10.4404,-0.0000,10.4052,-2.3384,2.7968,-0.4584,22.8850,3
0.0729,0.0000,10.1988,12.0000,-10.4249,-0.0000,10.3897,-2.3443,2.7933,-0.4490,22.8881,3
0.0729,0.0000,10.1936,12.0000,-10.4094,-0.0000,10.3742,-2.3502,2.7899,-0.4397,22.8912,3
0.0729,0.0000,10.1884,12.0000,-10.3939,-0.0000,10.3587,-2.3560,2.7864,-0.4304,22.8944,3
0.0729,0.0000,10.1831,12.0000,-10.3785,-0.0000,10.3432,-2.3618,2.7829,-0.4211,22.8975,3
0.0729,0.0000,10.1778,12.0000,-10.3630,-0.0000,10.3278,-2.3676,2.7794,-0.4117,22.9007,3
0.0729,0.0000,10.1725,12.0000,-10.3476,-0.0000,10.3123,-2.3734,2.7758,-0.4024,22.9038,3
0.0729,0.0000,10.1671,12.0000,-10.3322,-0.0000,10.2969,-2.3791,2.7722,-0.3931,22.9069,3
0.0729,0.0000,10.1617,12.0000,-10.3168,-0.0000,10.2815,-2.3849,2.7686,-0.3837,22.9101,3
0.0729,0.0000,10.1562,12.0000,-10.3014,-0.0000,10.2662,-2.3906,2.7650,-0.3744,22.9132,3
0.0729,0.0000,10.1507,12.0000,-10.2860,-0.0000,10.2508,-2.3963,2.7613,-0.3650,22.9164,3
0.0730,0.0000,10.1452,12.0000,-10.2707,-0.0000,10.2354,-2.4019,2.7576,-0.3557,22.9195,3
0.0730,0.0000,10.1396,12.0000,-10.2553,-0.0000,10.2201,-2.4076,2.7539,-0.3463,22.9227,3
0.0730,0.0000,10.1340,12.0000,-10.2400,-0.0000,10.2048,-2.4132,2.7501,-0.3369,22.9258,3
0.0730,0.0000,10.1283,12.0000,-10.2247,-0.0000,10.1895,-2.4188,2.7463,-0.3276,22.9289,3
0.0730,0.0000,10.1226,12.0000,-10.2095,-0.0000,10.1742,-2.4243,2.7425,-0.3182,22.9321,3
0.0730,0.0000,10.1168,12.0000,-10.1942,-0.0000,10.1590,-2.4299,2.7387,-0.3088,22.9352,3
0.0730,0.0000,10.1111,12.0000,-10.1790,-0.0000,10.1437,-2.4354,2.7348,-0.2995,22.9384,3
0.0730,0.0000,10.1052,12.0000,-10.1637,-0.0000,10.1285,-2.4409,2.7309,-0.2901,22.9415,3
0.0730,0.0000,10.0994,12.0000,-10.1485,-0.0000,10.1133,-2.4463,2.7270,-0.2807,22.9446,3
0.0730,0.0000,10.0934,12.0000,-10.1334,-0.0000,10.0981,-2.4518,2.7231,-0.2713,22.9478,3
0.0731,0.0000,10.0875,12.0000,-10.1182,-0.0000,10.0830,-2.4572,2.7191,-0.2619,22.9509,3
0.0731,0.0000,10.0815,12.0000,-10.1030,-0.0000,10.0678,-2.4626,2.7151,-0.2525,22.9541,3
0.0731,0.0000,10.0755,12.0000,-10.0879,-0.0000,10.0527,-2.4680,2.7111,-0.2432,22.9572,3
0.0731,0.0000,10.0694,12.0000,-10.0728,-0.0000,10.0376,-2.4733,2.7071,-0.2338,22.9603,3
0.0731,0.0000,10.0633,12.0000,-10.0577,-0.0000,10.0225,-2.4786,2.7030,-0.2244,22.9635,3
